Period_Index,Price_EUR_MWh,Optimized_Grid_Load_kW,Market_Price_EUR_MWh,Baseline_Load_kW,Net_Grid_Import_kW,PV_Generation_kW,BESS_SoC_kWh,Ambient_Temp_C,BESS_Cell_Temp_C
417,75.99,150,75.99,900,0,156.013,129.2081,15.5,14.415
418,75.99,300,75.99,595.7,0,178.9003,129.2081,15.95,15.307
419,75.99,222.6,75.99,490.4,0,201.7876,97.3397,16.4,16.441
420,75.99,224.7,75.99,359.7,0,224.675,91.8627,16.85,16.383
421,40.44,247.6,40.44,224.3,0,247.5623,91.8627,17.3,16.326
422,40.44,269,40.44,28.6,0,268.9599,91.8627,17.85,16.271
423,40.44,250.1,40.44,150,0,290.3575,91.8627,18.4,17.732
424,40.44,300,40.44,150,0,311.7551,91.8627,18.95,17.904
425,4.1,333.2,4.1,150,0,333.1528,91.8627,19.5,17.812
426,4.1,358.4,4.1,72.9,0,351.3001,91.8627,20.025,17.723
427,4.1,205.5,4.1,300,0,369.4475,90,20.55,17.638
428,4.1,150,4.1,178.6,0,387.5948,90,21.075000000000003,17.556
429,-0.04,472.8,-0.04,300,900,405.7421,90,21.6,17.479
430,-0.04,600,-0.04,132.3,214.4937,419.0141,191.449,22.025000000000002,17.405
431,-0.04,368.5,-0.04,150,867.159,432.286,90,22.450000000000003,17.418
432,-0.04,450,-0.04,150,0,445.558,208.4211,22.875,17.337
433,-4.63,450,-4.63,69,900,458.8299,90,23.3,17.254
434,-4.63,450,-4.63,0,900,465.8722,196.875,23.625,22.508
435,-4.63,450,-4.63,0,900,472.9144,303.75,23.950000000000003,27.11
436,-4.63,1083.7,-4.63,0,900,479.9567,410.625,24.275000000000002,33.009
437,-12.32,400,-12.32,0,900,486.9989,362.2783,24.6,38.152
438,-12.32,400,-12.32,0,900,487.5406,481.0283,24.825000000000003,43.166
439,-12.32,502.4,-12.32,450,900,488.0823,599.7783,25.05,48.06
440,-12.32,450,-12.32,236.4,900,488.6241,694.2048,25.275,52.838
441,-10.07,1136.9,-10.07,300,900,489.1658,801.0798,25.5,54.174
442,-10.07,600,-10.07,300,900,482.9361,738.75,25.525,59.435
443,-10.07,1200,-10.07,750,900,476.7064,810,25.55,64.56
444,-10.07,950.9,-10.07,612.8,900,470.4767,731.0526,25.575000000000003,68.273
445,-3.04,600,-3.04,355.5,900,464.247,717.6602,25.6,72.543
446,-3.04,707.3,-3.04,265.2,207.2645,451.7876,788.9102,25.575000000000003,74.039
447,-3.04,557.2,-3.04,300,900,439.3283,657.3312,25.55,76.286
448,-3.04,600,-3.04,296.9,900,426.8689,738.75,25.525,78.477
449,-0.01,169,-0.01,150,0,414.4095,810,25.5,77.5
450,-0.01,150,-0.01,150,337.2783,396.6685,765.5214,25.375,79.66
451,-0.01,450,-0.01,450,43.875,378.9274,810,25.25,84.265
452,-0.01,450,-0.01,450,900,361.1863,703.125,25.125,86.789
453,38.37,300,38.37,268.5,0,343.4453,810,25,88.714
454,38.37,0,38.37,0,0,322.3185,810,24.775,88.952
455,38.37,300,38.37,300,0,301.1918,810,24.55,89.414
456,38.37,300,38.37,300,19.935,280.065,810,24.325000000000003,92.6
457,83.68,450,83.68,750,0,258.9382,810,24.1,96.257
458,83.68,299.7,83.68,625.1,0,236.1863,759.7206,23.700000000000003,94.199
459,83.68,713.4,83.68,900,0,213.4345,743.0154,23.3,92.19
460,83.68,600,83.68,900,0,190.6826,611.4364,22.9,90.23
461,121.94,667.9,121.94,900,0,167.9307,503.7213,22.5,88.317
462,121.94,514.5,121.94,900,0,146.533,372.1424,22.05,88.838
463,121.94,300,121.94,900,0,125.1354,275.301,21.6,87.748
464,121.94,150,121.94,900,0,103.7378,229.284,21.15,92.138
465,147.23,82.3,147.23,900,0,82.3402,217.1098,20.7,95.282
466,147.23,66.5,147.23,900,0,66.4951,217.1098,20.325,99.478
467,147.23,150,147.23,900,0,50.6501,217.1098,19.95,101.918
468,147.23,150,147.23,900,0,34.805,190.9651,19.575,101.881
469,120.29,150,120.29,900,0,18.9599,160.6506,19.2,100.236
470,120.29,14.2,120.29,900,0,14.2199,126.1663,18.925,98.05
471,120.29,146.9,120.29,900,0,9.48,126.1663,18.65,95.916
472,120.29,4.7,120.29,900,0,4.74,90,18.375,95.075
473,106.91,0,106.91,684.2,0,0,90,18.1,94.451
474,106.91,0,106.91,301.6,0,0,90,17.875,94.038
475,106.91,0,106.91,150,0,0,90,17.65,91.998
476,106.91,0,106.91,21.7,0,0,90,17.425,91.726
477,86.97,0,86.97,300,0,0,90,17.2,89.742
478,86.97,0,86.97,300,0,0,90,17.025,87.808
479,86.97,0,86.97,300,0,0,90,16.85,85.918
480,86.97,0,86.97,153.9,0,0,90,16.675,84.071
481,100.31,0,100.31,900,0,0,90,16.5,82.265
482,100.31,0,100.31,900,0,0,90,16.325,80.501
483,100.31,0,100.31,900,0,0,90,16.15,78.78
484,100.31,0,100.31,900,0,0,90,15.975000000000001,77.101
485,84.18,0,84.18,900,0,0,90,15.8,75.464
486,84.18,0,84.18,900,0,0,90,15.675,14.7
487,84.18,0,84.18,900,0,0,90,15.55,14.7
488,84.18,0,84.18,900,0,0,90,15.425,14.698
489,80,0,80,900,0,0,90,15.3,14.694
490,80,0,80,900,0,0,90,15.200000000000001,14.689
491,80,0,80,900,0,0,90,15.100000000000001,14.682
492,80,0,80,900,0,0,90,15,14.674
493,78.09,0,78.09,900,0,0,90,14.9,14.666
494,78.09,0,78.09,900,0,0,90,14.725,14.658
495,78.09,0,78.09,900,0,0,90,14.55,14.649
496,78.09,0,78.09,900,0,0,90,14.375,14.639
497,71.29,300,71.29,900,300,0,90,14.2,14.627
498,71.29,441.4,71.29,900,441.361,0,90,14.075,14.613
499,71.29,300,71.29,792.2,300,0,90,13.95,14.598
500,71.29,300,71.29,750,300,0,90,13.825,14.583
501,64.08,900,64.08,668,900,0,90,13.7,14.569
502,64.08,345.9,64.08,600,342.6822,3.2503,90,13.7,14.555
503,64.08,573.6,64.08,537.5,567.055,6.5005,90,13.7,14.541
504,64.08,885.9,64.08,405.8,876.1318,9.7508,90,13.7,14.528
505,50.96,300,50.96,107.3,286.9989,13.0011,90,13.7,14.515
506,50.96,300,50.96,0,272.2373,27.7627,90,13.95,14.502
507,50.96,192.1,50.96,0,149.5396,42.5244,90,14.2,14.489
508,50.96,300,50.96,0,242.714,57.286,90,14.45,14.477
509,23.15,0,23.15,0,0,72.0477,90,14.7,14.466
510,23.15,0,23.15,0,0,93.039,90,15.05,14.454
511,23.15,0,23.15,0,0,114.0303,90,15.4,14.443
512,23.15,0,23.15,0,0,135.0217,90,15.75,14.433
513,8.16,150,8.16,900,0,156.013,90,16.1,14.423
514,8.16,61.8,8.16,595.7,0,178.494,90,16.55,14.415
515,8.16,0,8.16,490.4,0,200.9751,90,17,14.407
516,8.16,0,8.16,355,0,223.4561,90,17.45,14.399
517,0,664.4,0,150,664.448,245.9372,90,17.9,14.392
518,0,150,0,28.6,0,267.3348,90,18.45,14.385
519,0,304.4,0,150,304.4427,288.7324,90,19,14.378
520,0,0,0,150,0,310.13,90,19.55,14.371
521,-3.86,900,-3.86,150,900,331.5276,90,20.1,14.366
522,-3.86,900,-3.86,72.9,900,349.4041,90,20.650000000000002,14.361
523,-3.86,403.2,-3.86,300,900,367.2806,90,21.200000000000003,14.357
524,-3.86,450,-3.86,178.6,1.5979,385.1571,208.0006,21.75,14.355
525,-15.14,450,-15.14,300,900,403.0336,90,22.3,14.355
526,-15.14,556.7,-15.14,132.3,150.5302,416.1701,196.875,22.8,14.357
527,-15.14,400,-15.14,150,900,429.3066,90,23.3,14.36
528,-15.14,451.2,-15.14,150,0,442.4431,208.75,23.8,14.359
529,-52.74,450,-52.74,69,900,455.5796,90,24.3,20.565
530,-52.74,400,-52.74,0,900,462.7573,196.875,24.725,26.007
531,-52.74,1049.8,-52.74,0,900,469.935,315.625,25.15,31.331
532,-52.74,552.4,-52.74,0,900,477.1127,276.1985,25.575,35.972
533,-51.8,400,-51.8,0,900,484.2904,358.75,26,41.67
534,-51.8,400,-51.8,0,900,484.6966,477.5,26.25,46.615
535,-51.8,450,-51.8,450,900,485.1029,596.25,26.5,51.42
536,-51.8,450,-51.8,236.4,900,485.5092,703.125,26.75,56.735
537,-27.33,1170.8,-27.33,300,900,485.9155,810,27,57.547
538,-27.33,600,-27.33,300,900,479.5504,738.75,27.025,60.814
539,-27.33,900,-27.33,750,900,473.1853,810,27.05,65.911
540,-27.33,900,-27.33,612.8,900,466.8202,810,27.075000000000003,70.876
541,-6.83,600,-6.83,355.5,100,460.455,810,27.1,75.088
542,-6.83,450,-6.83,265.2,900,448.2665,678.4211,27.225,79.191
543,-6.83,600,-6.83,300,365.1195,436.078,785.2961,27.35,80.946
544,-6.83,535.7,-6.83,296.9,900,423.8895,723.4854,27.475,83.023
545,-0.41,169,-0.41,150,0,411.701,810,27.6,81.298
546,-0.41,150,-0.41,150,337.2783,394.2308,765.5214,27.575000000000003,79.614
547,-0.41,450,-0.41,450,43.875,376.7606,810,27.55,84.222
548,-0.41,450,-0.41,450,900,359.2904,703.125,27.525,88.089
549,8.1,300,8.1,268.5,0,341.8202,810,27.5,89.17
550,8.1,0,8.1,0,0,320.8288,810,27.3,91.84
551,8.1,300,8.1,300,0.1625,299.8375,810,27.1,92.001
552,8.1,300,8.1,300,21.1538,278.8462,810,26.9,92.387
553,80.6,437.7,80.6,750,0,257.8548,810,26.7,95.5
554,80.6,450,80.6,625.1,0,235.3738,762.6666,26.35,99.085
555,80.6,571,80.6,900,0,212.8927,706.186,26,96.957
556,80.6,676.7,80.6,900,0,190.4117,611.9396,25.65,94.88
557,129.93,450,129.93,900,0,167.9307,483.9819,25.3,92.854
558,129.93,575.1,129.93,900,0,146.6685,409.7532,24.825,90.876
559,129.93,413.6,129.93,900,0,125.4063,297.0051,24.35,91.194
560,129.93,120,129.93,900,0,104.1441,221.167,23.875,91.935
561,149.25,82.9,149.25,900,0,82.8819,217.0029,23.4,94.448
562,149.25,66.9,149.25,900,0,66.9014,217.0029,22.799999999999997,98.497
563,149.25,150,149.25,900,0,50.9209,217.0029,22.2,99.889
564,149.25,150,149.25,900,0,34.9404,190.9294,21.6,103.075
565,127.2,150,127.2,900,0,18.9599,160.6506,21,104.426
566,127.2,150,127.2,900,0,14.2199,126.1663,20.65,102.337
567,127.2,11.1,127.2,900,0,9.48,90.4348,20.3,100.099
568,127.2,4.7,127.2,900,0,4.74,90,19.950000000000003,97.915
569,122.98,0,122.98,684.2,0,0,90,19.6,97.021
570,122.98,0,122.98,301.6,0,0,90,19.375,96.347
571,122.98,0,122.98,150,0,0,90,19.15,95.888
572,122.98,0,122.98,21.7,0,0,90,18.925,95.499
573,104.99,0,104.99,300,0,0,90,18.7,93.443
574,104.99,0,104.99,300,0,0,90,18.525,91.417
575,104.99,0,104.99,300,0,0,90,18.35,89.442
576,104.99,0,104.99,153.9,0,0,90,18.175,87.511
577,91.93,0,91.93,900,0,0,90,18,85.625
578,91.93,0,91.93,900,0,0,90,17.75,83.781
579,91.93,0,91.93,900,0,0,90,17.5,81.979
580,91.93,0,91.93,900,0,0,90,17.25,80.222
581,86.93,0,86.93,900,0,0,90,17,78.508
582,86.93,0,86.93,900,0,0,90,16.825,76.836
583,86.93,0,86.93,900,0,0,90,16.65,14.7
584,86.93,0,86.93,900,0,0,90,16.475,14.7
585,85.32,900,85.32,900,900,0,90,16.3,14.698
586,85.32,900,85.32,900,900,0,90,16.275,14.694
587,85.32,900,85.32,900,900,0,90,16.25,14.689
588,85.32,900,85.32,808.9,900,0,90,16.225,14.682
589,86.9,163.5,86.9,900,163.5289,0,90,16.2,14.674
590,86.9,138.2,86.9,900,138.1572,0,90,15.924999999999999,14.666
591,86.9,23.3,86.9,900,23.3493,0,90,15.649999999999999,14.658
592,86.9,319.6,86.9,886.1,319.5947,0,90,15.375,14.649
593,89.54,0,89.54,900,0,0,90,15.1,14.639
594,89.54,0,89.54,900,0,0,90,14.9,14.627
595,89.54,0,89.54,792.2,0,0,90,14.7,14.613
596,89.54,0,89.54,715.5,0,0,90,14.5,14.598
597,89.99,0,89.99,514.8,0,0,90,14.3,14.583
598,89.99,3.1,89.99,405.5,0,3.1148,90,14.475000000000001,14.569
599,89.99,6.2,89.99,300,0,6.2297,90,14.65,14.555
600,89.99,9.3,89.99,173.5,0,9.3445,90,14.825,14.541
601,79.21,300,79.21,0,287.5406,12.4594,90,15,14.528
602,79.21,300,79.21,0,273.5915,26.4085,90,15.4,14.515
603,79.21,300,79.21,0,259.6425,40.3575,90,15.8,14.502
604,79.21,192.1,79.21,0,137.7574,54.3066,90,16.200000000000003,14.489
605,59.04,0,59.04,0,0,68.2557,90,16.6,14.477
606,59.04,0,59.04,0,0,88.4345,90,17.1,14.466
607,59.04,0,59.04,0,0,108.6132,90,17.6,14.454
608,59.04,0,59.04,0,0,128.792,90,18.1,14.443
609,5,0,5,900,0,148.9707,90,18.6,14.433
610,5,0,5,595.7,0,171.0455,90,19.125,14.423
611,5,0,5,490.4,0,193.1203,90,19.65,14.415
612,5,0,5,355,0,215.195,90,20.175,14.407
613,-1.01,750,-1.01,150,900,237.2698,90,20.7,14.399
614,-1.01,664.4,-1.01,28.6,900,256.2297,125.625,21.275,14.392
615,-1.01,600,-1.01,150,900,275.1896,181.5686,21.85,14.385
616,-1.01,900,-1.01,150,900,294.1495,252.8186,22.425,14.378
617,0,450,0,150,0,313.1094,252.8186,23,14.371
618,0,168.7,0,72.9,0,331.1213,134.3975,23.6,14.366
619,0,0,0,300,0,349.1333,90,24.2,14.361
620,0,0,0,178.6,0,367.1452,90,24.799999999999997,16.232
621,-0.02,450,-0.02,300,900,385.1571,90,25.4,19.128
622,-0.02,450,-0.02,132.3,43.875,398.6999,196.875,26.025,22.76
623,-0.02,226.9,-0.02,150,559.3113,412.2427,90,26.65,22.554
624,-0.02,300,-0.02,150,0,425.7855,168.9474,27.275,27.981
625,-1.53,450,-1.53,69,900,439.3283,90,27.9,29.752
626,-1.53,450,-1.53,0,900,446.6414,196.875,28.4,29.367
627,-1.53,533.1,-1.53,0,33.1312,453.9545,303.75,28.9,28.987
628,-1.53,422.8,-1.53,0,900,461.2676,172.1711,29.4,34.237
629,-5.85,400,-5.85,0,900,468.5807,285.4946,29.9,38.807
630,-5.85,400,-5.85,0,900,469.3933,404.2446,30.2,42.339
631,-5.85,450,-5.85,450,900,470.2059,522.9946,30.5,45.377
632,-5.85,450,-5.85,236.4,900,471.0184,629.8696,30.8,50.213
633,-5,1072,-5,300,900,471.831,736.7446,31.1,54.933
634,-5,1132,-5,300,900,462.6219,691.4872,31.25,60.166
635,-5,1200,-5,750,900,453.4128,630.4444,31.4,64.989
636,-5,1194.1,-5,612.8,900,444.2037,551.4971,31.55,69.983
637,-2,600,-2,355.5,900,434.9946,474.1104,31.7,74.847
638,-2,535.7,-2,265.2,900,422.5352,545.3604,31.75,78.961
639,-2,450,-2,300,900,410.0758,631.875,31.799999999999997,82.968
640,-2,600,-2,296.9,900,397.6165,738.75,31.849999999999998,83.395
641,-0.01,169,-0.01,150,0,385.1571,810,31.9,84.561
642,-0.01,150,-0.01,150,337.2783,366.468,765.5214,31.875,86.548
643,-0.01,450,-0.01,450,43.875,347.779,810,31.85,88.411
644,-0.01,450,-0.01,450,900,329.0899,703.125,31.825,90.302
645,55.15,205,55.15,268.5,0,310.4009,810,31.8,92.947
646,55.15,0,55.15,0,0,276.8147,810,30.95,96.597
647,55.15,300,55.15,300,56.7714,243.2286,810,30.1,98.28
648,55.15,300,55.15,300,90.3575,209.6425,810,29.25,98.282
649,91.97,418.5,91.97,750,0,176.0563,810,28.4,98.513
650,91.97,324.2,91.97,625.1,0,163.1907,746.194,28.099999999999998,101.475
651,91.97,624.3,91.97,900,0,150.325,703.836,27.799999999999997,104.912
652,91.97,482.6,91.97,900,228.4288,137.4594,579.0977,27.5,102.64
653,122.97,624.6,122.97,900,0,124.5937,548.3904,27.2,100.423
654,122.97,571,122.97,900,0,110.6446,416.8114,26.925,98.26
655,122.97,312.3,122.97,900,0,96.6956,295.6617,26.65,96.149
656,122.97,145.3,122.97,900,0,82.7465,238.9152,26.375,97.119
657,142.18,68.8,142.18,900,0,68.7974,222.4556,26.1,97.043
658,142.18,55.7,142.18,900,0,55.6609,222.4556,25.75,100.878
659,142.18,150,142.18,900,0,42.5244,222.4556,25.4,100.149
660,142.18,150,142.18,900,0,29.3879,194.1726,25.05,104.225
661,135.95,150,135.95,900,0,16.2514,162.4325,24.7,107.702
662,135.95,150,135.95,900,0,12.1885,127.2355,24.475,108.032
663,135.95,8.1,135.95,900,0,8.1257,90.9693,24.25,106.438
664,135.95,7.7,135.95,900,0,4.0628,90.9693,24.025,104.099
665,128.29,0,128.29,684.2,0,0,90,23.8,101.816
666,128.29,0,128.29,301.6,0,0,90,23.525,100.931
667,128.29,0,128.29,150,0,0,90,23.25,100.23
668,128.29,0,128.29,21.7,0,0,90,22.975,99.708
669,97.11,0,97.11,300,0,0,90,22.7,99.251
670,97.11,0,97.11,300,0,0,90,22.675,97.082
671,97.11,0,97.11,300,0,0,90,22.65,95.012
672,97.11,0,97.11,153.9,0,0,90,22.625,92.948
673,103.75,0,103.75,900,0,0,90,22.6,90.931
674,103.75,0,103.75,900,0,0,90,22.150000000000002,88.96
675,103.75,0,103.75,900,0,0,90,21.700000000000003,87.034
676,103.75,0,103.75,900,0,0,90,21.25,85.151
677,91.9,0,91.9,900,0,0,90,20.8,83.316
678,91.9,0,91.9,900,0,0,90,20.45,81.525
679,91.9,0,91.9,900,0,0,90,20.1,79.779
680,91.9,0,91.9,900,0,0,90,19.75,14.7
681,83.13,150,83.13,900,150,0,90,19.4,14.7
682,83.13,353.5,83.13,900,353.5369,0,90,19.025,14.698
683,83.13,896.9,83.13,900,896.9049,0,90,18.65,14.694
684,83.13,318.6,83.13,900,318.6467,0,90,18.275,14.689
685,86.09,0,86.09,900,0,0,90,17.9,14.682
686,86.09,0,86.09,900,0,0,90,17.875,14.674
687,86.09,0,86.09,900,0,0,90,17.85,14.666
688,86.09,0,86.09,900,0,0,90,17.825,14.658
689,82.79,900,82.79,900,900,0,90,17.8,14.649
690,82.79,900,82.79,900,900,0,90,17.75,14.639
691,82.79,900,82.79,701.7,900,0,90,17.700000000000003,14.627
692,82.79,900,82.79,600,900,0,90,17.650000000000002,14.613
693,88.39,0,88.39,508.8,0,0,90,17.6,14.598
694,88.39,0.9,88.39,255.5,0,0.948,90,17.6,14.583
695,88.39,1.9,88.39,150,0,1.896,90,17.6,14.569
696,88.39,2.8,88.39,150,0,2.844,90,17.6,14.555
697,108.31,3.8,108.31,0,0,3.792,90,17.6,14.541
698,108.31,6.4,108.31,0,0,6.3651,90,17.625,14.528
699,108.31,8.9,108.31,0,0,8.9382,90,17.65,14.515
700,108.31,11.5,108.31,0,0,11.5114,90,17.675,14.502
701,122.58,0,122.58,0,0,14.0845,90,17.7,14.489
702,122.58,0,122.58,0,0,18.6891,93.3451,17.55,14.477
703,122.58,0,122.58,0,0,23.2936,97.7837,17.4,14.466
704,122.58,0,122.58,0,0,27.8982,103.316,17.25,14.454
705,105.05,108.3,105.05,900,0,32.5027,109.9418,17.1,14.443
706,105.05,64.7,105.05,595.7,0,64.7346,90,17.175,14.433
707,105.05,97,105.05,490.4,0,96.9664,90,17.25,14.423
708,105.05,129.2,105.05,266.8,0,129.1983,90,17.325,14.415
709,80.97,161.4,80.97,150,0,161.4301,90,17.4,14.583
710,80.97,184.3,80.97,28.6,0,184.3174,90,17.625,14.804
711,80.97,207.2,80.97,150,0,207.2048,90,17.85,15.078
712,80.97,230.1,80.97,150,0,230.0921,90,18.075,15.403
713,62.93,644.5,62.93,150,391.5573,252.9794,90,18.3,16.318
714,62.93,225.5,62.93,72.9,0,225.4875,90,18.175,16.264
715,62.93,198,62.93,300,0,197.9957,90,18.05,16.212
716,62.93,170.5,62.93,178.6,0,170.5038,90,17.925,16.161
717,42.61,150,42.61,300,6.9881,143.0119,90,17.8,16.113
718,42.61,300,42.61,132.3,157.1235,142.8765,90,17.9,16.067
719,42.61,144.8,42.61,150,2.0359,142.7411,90,18,16.025
720,42.61,150,42.61,150,7.3944,142.6056,90,18.1,15.986
721,24.5,300,24.5,69,157.5298,142.4702,90,18.2,15.949
722,24.5,152.1,24.5,0,0,152.0856,90,18.375,15.909
723,24.5,161.7,24.5,0,0,161.701,90,18.549999999999997,15.865
724,24.5,194.1,24.5,0,22.7549,171.3164,90,18.724999999999998,15.819
725,23.45,0,23.45,0,0,180.9317,90,18.9,15.769
726,23.45,0,23.45,0,0,209.9133,132.9713,19.25,15.718
727,23.45,450,23.45,450,552.2453,238.8949,182.8257,19.6,15.665
728,23.45,450,23.45,236.4,682.1235,267.8765,263.8465,19.95,15.612
729,21.24,450,21.24,300,653.1419,296.8581,382.5965,20.3,15.557
730,21.24,450,21.24,300,671.9664,278.0336,501.3465,20,15.508
731,21.24,750,21.24,750,900,259.2091,620.0965,19.700000000000003,15.465
732,21.24,750,21.24,612.8,900,240.3846,717.2836,19.400000000000002,15.427
733,27.33,300,27.33,355.5,78.4399,221.5601,810,19.1,17.656
734,27.33,402.5,27.33,265.2,181.4747,221.0184,810,19.25,20.186
735,27.33,450,27.33,300,229.5233,220.4767,810,19.4,24.289
736,27.33,300,27.33,296.9,80.065,219.935,810,19.55,30.271
737,33.28,219.4,33.28,150,0,219.3933,810,19.7,36.1
738,33.28,214.8,33.28,150,0,214.7887,810,19.85,41.784
739,33.28,210.2,33.28,450,0,210.1842,810,20,46.192
740,33.28,205.6,33.28,450,0,205.5796,810,20.15,50.255
741,64.58,201,64.58,268.5,0,200.9751,810,20.3,49.338
742,64.58,188.9,64.58,0,0,188.922,810,20.225,48.441
743,64.58,300,64.58,300,123.1311,176.8689,810,20.15,47.565
744,64.58,300,64.58,300,135.1842,164.8158,810,20.075,46.708
745,89.24,450,89.24,750,297.2373,152.7627,810,20,45.871
746,89.24,292.7,89.24,625.1,157.1068,135.5634,810,19.825,45.055
747,89.24,594.9,89.24,900,0,118.364,810,19.65,44.26
748,89.24,600,89.24,900,116.1757,101.1647,684.5922,19.475,43.485
749,120.29,575.1,120.29,900,0,83.9653,583.8923,19.3,42.73
750,120.29,573.8,120.29,900,0,73.8082,454.6434,19.125,41.992
751,120.29,271,120.29,900,0,63.6511,323.0645,18.950000000000003,41.272
752,120.29,150,120.29,900,0,53.494,268.4955,18.775000000000002,40.567
753,186.1,84.4,186.1,900,0,43.3369,243.0992,18.6,39.879
754,186.1,35.3,186.1,900,0,35.3467,232.292,18.3,39.205
755,186.1,150,186.1,900,0,27.3564,232.292,18,44.5
756,186.1,150,186.1,900,0,19.3662,200.0173,17.7,48.487
757,189.94,150,189.94,900,0,11.3759,165.64,17.4,53.728
758,189.94,150,189.94,900,0,8.532,129.16,17.2,58.947
759,189.94,13,189.94,900,0,5.688,91.9316,17,60.378
760,189.94,2.8,189.94,900,0,2.844,90,16.8,60.385
761,126.44,0,126.44,684.2,0,0,90,16.6,59.696
762,126.44,0,126.44,301.6,0,0,90,16.400000000000002,58.509
763,126.44,0,126.44,150,0,0,90,16.200000000000003,58.883
764,126.44,0,126.44,21.7,0,0,90,16,59.345
765,96.45,0,96.45,300,0,0,90,15.8,59.894
766,96.45,0,96.45,300,0,0,90,15.700000000000001,60.465
767,96.45,0,96.45,300,0,0,90,15.600000000000001,59.346
768,96.45,0,96.45,153.9,0,0,90,15.5,58.162
769,103.34,0,103.34,900,0,0,90,15.4,57.007
770,103.34,0,103.34,900,0,0,90,15.1,55.877
771,103.34,0,103.34,900,0,0,90,14.8,54.772
772,103.34,0,103.34,900,0,0,90,14.5,53.69
773,94.72,0,94.72,900,0,0,90,14.2,52.631
774,94.72,0,94.72,900,0,0,90,14.2,51.598
775,94.72,0,94.72,900,0,0,90,14.2,50.591
776,94.72,0,94.72,900,0,0,90,14.2,49.608
777,93.36,408.3,93.36,900,408.2969,0,90,14.2,14.7
778,93.36,0,93.36,900,0,0,90,14.25,14.7
779,93.36,900,93.36,900,900,0,90,14.3,14.698
780,93.36,138.4,93.36,844.9,138.4078,0,90,14.35,14.694
781,93.24,900,93.24,900,900,0,90,14.4,14.689
782,93.24,900,93.24,900,900,0,90,14.225,14.682
783,93.24,900,93.24,900,900,0,90,14.05,14.674
784,93.24,900,93.24,900,900,0,90,13.875,14.666
785,93.91,0,93.91,900,0,0,90,13.7,14.658
786,93.91,0,93.91,900,0,0,90,13.6,14.649
787,93.91,0,93.91,900,0,0,90,13.5,14.639
788,93.91,0,93.91,900,0,0,90,13.4,14.627
789,101.98,0,101.98,900,0,0,90,13.3,14.613
790,101.98,2.6,101.98,900,0,2.5731,90,13.350000000000001,14.598
791,101.98,5.1,101.98,900,0,5.1463,90,13.4,14.583
792,101.98,7.7,101.98,900,0,7.7194,90,13.45,14.569
793,116.85,10.3,116.85,483.7,0,10.2925,90,13.5,14.555
794,116.85,20.6,116.85,315,0,20.585,90,13.75,14.541
795,116.85,30.9,116.85,0,0,30.8776,90,14,14.528
796,116.85,41.2,116.85,0,0,41.1701,90,14.25,14.515
797,105.58,0,105.58,0,0,51.4626,90,14.5,14.502
798,105.58,0,105.58,0,0,69.3391,102.2224,14.875,14.489
799,105.58,0,105.58,0,0,87.2156,118.6904,15.25,14.477
800,105.58,0,105.58,0,0,105.0921,139.4041,15.625,14.466
801,96.73,356.2,96.73,900,0,122.9686,164.3635,16,14.454
802,96.73,195.1,96.73,833.2,0,145.7205,102.9821,16.35,14.443
803,96.73,168.5,96.73,900,0,168.4724,90,16.7,14.433
804,96.73,191.2,96.73,693.7,0,191.2243,90,17.049999999999997,14.423
805,66.41,214,66.41,600,0,213.9762,90,17.4,14.415
806,66.41,239.4,66.41,352.3,0,239.4366,90,17.674999999999997,15.05
807,66.41,264.9,66.41,450,0,264.8971,90,17.95,15.893
808,66.41,290.4,66.41,411.9,0,290.3575,90,18.225,16.939
809,5.05,407,5.05,202.2,91.1948,315.818,90,18.5,18.183
810,5.05,373.8,5.05,72.9,38.0608,335.7259,90,18.75,20.998
811,5.05,205.5,5.05,300,0,355.6338,90,19,21.445
812,5.05,150,5.05,178.6,0,375.5417,90,19.25,21.264
813,-0.5,750,-0.5,300,900,395.4496,90,19.5,21.089
814,-0.5,1035.4,-0.5,132.3,900,396.1268,125.625,19.725,20.919
815,-0.5,900,-0.5,150,900,396.8039,90,19.95,20.755
816,-0.5,750,-0.5,150,900,397.481,90,20.174999999999997,20.597
817,-2.7,900,-2.7,69,900,398.1582,125.625,20.4,20.445
818,-2.7,1035.4,-2.7,0,900,386.1051,125.625,20.525,20.298
819,-2.7,750,-2.7,0,900,374.052,90,20.65,20.15
820,-2.7,900,-2.7,0,900,361.9989,125.625,20.775,20.002
821,-4.91,641.5,-4.91,0,900,349.9458,125.625,20.9,19.854
822,-4.91,450,-4.91,0,900,363.2178,187.011,21.099999999999998,21.579
823,-4.91,600,-4.91,450,900,376.4897,293.886,21.299999999999997,23.077
824,-4.91,450,-4.91,236.4,900,389.7616,365.136,21.5,22.843
825,-6.2,600,-6.2,300,900,403.0336,472.011,21.7,24.487
826,-6.2,600,-6.2,300,900,409.9404,543.261,21.8,24.213
827,-6.2,900,-6.2,750,900,416.8472,614.511,21.9,25.643
828,-6.2,1050,-6.2,612.8,900,423.7541,614.511,22,27.224
829,-1.93,510.7,-1.93,355.5,900,430.6609,575.0373,22.1,26.896
830,-1.93,600,-1.93,265.2,900,418.8787,667.5,22.225,29.811
831,-1.93,600,-1.93,300,900,407.0964,738.75,22.35,35.042
832,-1.93,900,-1.93,296.9,900,395.3142,810,22.475,38.264
833,8.65,150,8.65,150,0,383.532,810,22.6,43.276
