Umlauf,Dienste,Linie,Fahrtnummer,Betriebstage,Planungsbedingung,Typ,Fahrtart,Fahrzeugtypgruppe,Fahrzeugtyp,Beschreibung,von,Startzeit,von (Beschreibung),nach,Endzeit,nach (Beschreibung),Dauer,Meter,_source_order,start_min,end_min,dur_min,vehicle_type,consumption_wh_per_m,battery_capacity_kwh,trip_energy_kwh,_vehicle_fallback,start_hhmm,end_hhmm
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBBF11","10:35:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWEBB_BP","10:35:00","Wels Hbf (Busterminal Süd) ^953 BP","00:00:00","0","1877","635","635","0","LB12","1.2","450","0","false","10:35","10:35"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","B","","LB","LB12","","OWEBB_BP","10:35:00","Wels Hbf (Busterminal Süd) ^953 BP","OWEHA_BP","10:42:00","Wels Schwimmbad BP","00:07:00","2769","1878","635","642","7","LB12","1.2","450","3.3228","false","10:35","10:42"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEHA_BP","10:56:00","Wels Schwimmbad BP","OWEMEHA2","10:56:00","Wels Schwimmbad, Mast 2","00:00:00","0","1879","656","656","0","LB12","1.2","450","0","false","10:56","10:56"
"OW26EC1","OW23EC1","701650","7016105","Alle Mo-Fr","","L","L","LB","LB12","","OWEMEHA2","10:56:00","Wels Schwimmbad, Mast 2","OWEBBF11","11:05:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:09:00","4010","1880","656","665","9","LB12","1.2","450","4.812","false","10:56","11:05"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBBF11","11:05:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWEBB_BP","11:05:00","Wels Hbf (Busterminal Süd) ^953 BP","00:00:00","0","1881","665","665","0","LB12","1.2","450","0","false","11:05","11:05"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBB_BP","11:10:00","Wels Hbf (Busterminal Süd) ^953 BP","OWEBBF11","11:10:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:00:00","0","1882","670","670","0","LB12","1.2","450","0","false","11:10","11:10"
"OW26EC1","OW23EC1","701550","7015108","Alle Mo-Fr","","L","L","LB","LB12","","OWEBBF11","11:10:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OTWRO1","11:24:00","Thalheim b.Wels Rosenweg, Mast 1","00:14:00","4940","1883","670","684","14","LB12","1.2","450","5.928","false","11:10","11:24"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO1","11:24:00","Thalheim b.Wels Rosenweg, Mast 1","OTWRO_BP","11:24:00","Thalheim b.Wels Rosenweg BP","00:00:00","0","1884","684","684","0","LB12","1.2","450","0","false","11:24","11:24"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","A","","LB","LB12","","OWEBB_BP","11:24:00","Thalheim b.Wels Rosenweg BP","OWELS_A","11:30:00","VS Wels A","00:07:00","1956","1885","684","690","7","LB12","1.2","450","2.3472","false","11:24","11:30"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","B","","LB","LB12","","OTWRO_BP","11:30:00","Thalheim b.Wels Rosenweg BP","OTWRO_BP","15:17:00","Thalheim b.Wels Rosenweg BP","04:01:00","10300","1886","690","917","241","LB12","1.2","450","12.36","false","11:30","15:17"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","E","","LB","LB12","","OWELS_E","15:17:00","VS Wels E","OWEBB_BP","15:25:00","Thalheim b.Wels Rosenweg BP","00:07:00","2156","1887","917","925","7","LB12","1.2","450","2.5872","false","15:17","15:25"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO_BP","15:25:00","Thalheim b.Wels Rosenweg BP","OTWRO2","15:25:00","Thalheim b.Wels Rosenweg, Mast 2","00:00:00","0","1888","925","925","0","LB12","1.2","450","0","false","15:25","15:25"
"OW26EC1","OW23EC1","701550","7015127","Alle Mo-Fr","","L","L","LB","LB12","","OTWRO2","15:25:00","Thalheim b.Wels Rosenweg, Mast 2","OWEBBF11","15:35:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:10:00","3330","1889","925","935","10","LB12","1.2","450","3.996","false","15:25","15:35"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBBF11","15:35:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWEBB_BP","15:35:00","Wels Hbf (Busterminal Süd) ^953 BP","00:00:00","0","1890","935","935","0","LB12","1.2","450","0","false","15:35","15:35"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBB_BP","16:10:00","Wels Hbf (Busterminal Süd) ^953 BP","OWEBBF11","16:10:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:00:00","0","1891","970","970","0","LB12","1.2","450","0","false","16:10","16:10"
"OW26EC1","OW23EC1","701550","7015122","Alle Mo-Fr","","L","L","LB","LB12","","OWEBBF11","16:10:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OTWRO1","16:24:00","Thalheim b.Wels Rosenweg, Mast 1","00:14:00","4940","1892","970","984","14","LB12","1.2","450","5.928","false","16:10","16:24"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO1","16:24:00","Thalheim b.Wels Rosenweg, Mast 1","OTWRO_BP","16:24:00","Thalheim b.Wels Rosenweg BP","00:00:00","0","1893","984","984","0","LB12","1.2","450","0","false","16:24","16:24"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO_BP","16:25:00","Thalheim b.Wels Rosenweg BP","OTWRO2","16:25:00","Thalheim b.Wels Rosenweg, Mast 2","00:00:00","0","1894","985","985","0","LB12","1.2","450","0","false","16:25","16:25"
"OW26EC1","OW23EC1","701550","7015129","Alle Mo-Fr","","L","L","LB","LB12","","OTWRO2","16:25:00","Thalheim b.Wels Rosenweg, Mast 2","OWEBBF11","16:35:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:10:00","3330","1895","985","995","10","LB12","1.2","450","3.996","false","16:25","16:35"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBBF11","16:35:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWEBB_BP","16:35:00","Wels Hbf (Busterminal Süd) ^953 BP","00:00:00","0","1896","995","995","0","LB12","1.2","450","0","false","16:35","16:35"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBB_BP","16:40:00","Wels Hbf (Busterminal Süd) ^953 BP","OWEBBF11","16:40:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:00:00","0","1897","1000","1000","0","LB12","1.2","450","0","false","16:40","16:40"
"OW26EC1","OW23EC1","701550","7015124","Alle Mo-Fr","","L","L","LB","LB12","","OWEBBF11","16:40:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OTWRO1","16:54:00","Thalheim b.Wels Rosenweg, Mast 1","00:14:00","4940","1898","1000","1014","14","LB12","1.2","450","5.928","false","16:40","16:54"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO1","16:54:00","Thalheim b.Wels Rosenweg, Mast 1","OTWRO_BP","16:54:00","Thalheim b.Wels Rosenweg BP","00:00:00","0","1899","1014","1014","0","LB12","1.2","450","0","false","16:54","16:54"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO_BP","16:55:00","Thalheim b.Wels Rosenweg BP","OTWRO2","16:55:00","Thalheim b.Wels Rosenweg, Mast 2","00:00:00","0","1900","1015","1015","0","LB12","1.2","450","0","false","16:55","16:55"
"OW26EC1","OW23EC1","701550","7015131","Alle Mo-Fr","","L","L","LB","LB12","","OTWRO2","16:55:00","Thalheim b.Wels Rosenweg, Mast 2","OWEBBF11","17:05:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:10:00","3330","1901","1015","1025","10","LB12","1.2","450","3.996","false","16:55","17:05"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBBF11","17:05:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWEBB_BP","17:05:00","Wels Hbf (Busterminal Süd) ^953 BP","00:00:00","0","1902","1025","1025","0","LB12","1.2","450","0","false","17:05","17:05"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBB_BP","17:16:00","Wels Hbf (Busterminal Süd) ^953 BP","OWEBBF11","17:16:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:00:00","0","1903","1036","1036","0","LB12","1.2","450","0","false","17:16","17:16"
"OW26EC1","OW23EC1","703350","7033112","Alle Mo-Fr","","L","L","LB","LB12"," ","OWEBBF11","17:16:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWMAB11","17:26:00","Wels Mathias-Schönerer-Strße, Mast 1","00:10:00","4600","1904","1036","1046","10","LB12","1.2","450","5.52","false","17:16","17:26"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWMAB11","17:26:00","Wels Mathias-Schönerer-Strße, Mast 1","OWMAB_BP","17:26:00","Wels Mathias-Schönerer-Strße BP","00:00:00","0","1905","1046","1046","0","LB12","1.2","450","0","false","17:26","17:26"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWMAB_BP","17:26:00","Wels Mathias-Schönerer-Strße BP","OWMAB12","17:26:00","Wels Mathias-Schönerer-Strße, Mast 2","00:00:00","0","1906","1046","1046","0","LB12","1.2","450","0","false","17:26","17:26"
"OW26EC1","OW23EC1","703350","7033113","Alle Mo-Fr","","L","L","LB","LB12","","OWMAB12","17:26:00","Wels Mathias-Schönerer-Strße, Mast 2","OWEBBF11","17:36:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:10:00","4240","1907","1046","1056","10","LB12","1.2","450","5.088","false","17:26","17:36"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBBF11","17:36:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWEBB_BP","17:36:00","Wels Hbf (Busterminal Süd) ^953 BP","00:00:00","0","1908","1056","1056","0","LB12","1.2","450","0","false","17:36","17:36"
"OW26EC1","OW23EC1","","","Alle Mo-Fr","OSchule","A","","LB","LB12","","OWEBB_BP","17:36:00","Wels Hbf (Busterminal Süd) ^953 BP","OWELS_A","17:43:00","VS Wels A","00:07:00","1956","1909","1056","1063","7","LB12","1.2","450","2.3472","false","17:36","17:43"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","E","","LB","LB12","","OWELS_E","06:23:00","VS Wels E","OWEBB_BP","06:30:00","Wels Hbf (Busterminal Süd) ^953 BP","00:07:00","2156","1910","383","390","7","LB12","1.2","450","2.5872","false","06:23","06:30"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBB_BP","06:30:00","Wels Hbf (Busterminal Süd) ^953 BP","OWEBBF11","06:30:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:00:00","0","1911","390","390","0","LB12","1.2","450","0","false","06:30","06:30"
"OW27EC1","OW20EC1","701550","7015100","Alle Mo-Fr","","L","L","LB","LB12","","OWEBBF11","06:30:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OTWRO1","06:44:00","Thalheim b.Wels Rosenweg, Mast 1","00:14:00","4940","1912","390","404","14","LB12","1.2","450","5.928","false","06:30","06:44"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO1","06:44:00","Thalheim b.Wels Rosenweg, Mast 1","OTWRO_BP","06:44:00","Thalheim b.Wels Rosenweg BP","00:00:00","0","1913","404","404","0","LB12","1.2","450","0","false","06:44","06:44"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO_BP","06:45:00","Thalheim b.Wels Rosenweg BP","OTWRO2","06:45:00","Thalheim b.Wels Rosenweg, Mast 2","00:00:00","0","1914","405","405","0","LB12","1.2","450","0","false","06:45","06:45"
"OW27EC1","OW20EC1","701550","7015101","Alle Mo-Fr","","L","L","LB","LB12","","OTWRO2","06:45:00","Thalheim b.Wels Rosenweg, Mast 2","OWEBBF11","06:55:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:10:00","3330","1915","405","415","10","LB12","1.2","450","3.996","false","06:45","06:55"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBBF11","06:55:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OWEBB_BP","06:55:00","Wels Hbf (Busterminal Süd) ^953 BP","00:00:00","0","1916","415","415","0","LB12","1.2","450","0","false","06:55","06:55"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBB_BP","06:55:00","Wels Hbf (Busterminal Süd) ^953 BP","OWEBBF11","06:55:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","00:00:00","0","1917","415","415","0","LB12","1.2","450","0","false","06:55","06:55"
"OW27EC1","OW20EC1","701550","7015102","Alle Mo-Fr","","L","L","LB","LB12","","OWEBBF11","06:55:00","Wels Hbf (Busterminal Süd) ^953, Bussteig A1","OTWRO1","07:09:00","Thalheim b.Wels Rosenweg, Mast 1","00:14:00","4940","1918","415","429","14","LB12","1.2","450","5.928","false","06:55","07:09"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO1","07:09:00","Thalheim b.Wels Rosenweg, Mast 1","OTWRO_BP","07:09:00","Thalheim b.Wels Rosenweg BP","00:00:00","0","1919","429","429","0","LB12","1.2","450","0","false","07:09","07:09"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OTWRO_BP","07:10:00","Thalheim b.Wels Rosenweg BP","OTWRO2","07:10:00","Thalheim b.Wels Rosenweg, Mast 2","00:00:00","0","1920","430","430","0","LB12","1.2","450","0","false","07:10","07:10"
"OW27EC1","OW20EC1","701550","7015103","Alle Mo-Fr","OSchule","L","L","LB","LB12","","OTWRO2","07:10:00","Thalheim b.Wels Rosenweg, Mast 2","OWEWAFL2","07:28:00","Wels Wallerer Straße/HBLW, Mast 2","00:18:00","4870","1921","430","448","18","LB12","1.2","450","5.844","false","07:10","07:28"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEWAFL2","07:28:00","Wels Wallerer Straße/HBLW, Mast 2","OWEFL_BP","07:28:00","Wels Wallerer Straße/HBLW BP","00:00:00","0","1922","448","448","0","LB12","1.2","450","0","false","07:28","07:28"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","B","","LB","LB12","","OWEFL_BP","07:28:00","Wels Wallerer Straße/HBLW BP","OWSTR_BP","07:32:00","Wels Straubingersiedlung BP","00:04:00","1500","1923","448","452","4","LB12","1.2","450","1.8","false","07:28","07:32"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWSTR_BP","07:32:00","Wels Straubingersiedlung BP","OWSTRS2","07:32:00","Wels Straubingersiedlung, Mast 2","00:00:00","0","1924","452","452","0","LB12","1.2","450","0","false","07:32","07:32"
"OW27EC1","OW20EC1","700950","7009109","Alle Mo-Fr","OSchule","L","L","LB","LB12","","OWSTRS2","07:32:00","Wels Straubingersiedlung, Mast 2","OWEGRSC2","07:39:00","Wels Grillparzerstraße/Schule, Mast 2","00:07:00","2210","1925","452","459","7","LB12","1.2","450","2.652","false","07:32","07:39"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEGRSC2","07:39:00","Wels Grillparzerstraße/Schule, Mast 2","OWEGS_BP","07:39:00","Wels Grillparzerstraße/Schule BP","00:00:00","0","1926","459","459","0","LB12","1.2","450","0","false","07:39","07:39"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","A","","LB","LB12","","OWNE_BP","07:39:00","Wels Grillparzerstraße/Schule BP","OWELS_A","07:45:00","VS Wels A","00:06:00","2600","1927","459","465","6","LB12","1.2","450","3.12","false","07:39","07:45"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","B","","LB","LB12","","OWEGS_BP","07:45:00","Wels Grillparzerstraße/Schule BP","OWBFN_BP","09:10:00","Wels Hbf (Neustadt) ^953 BP","01:40:00","5571","1928","465","550","100","LB12","1.2","450","6.6852","false","07:45","09:10"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","E","","LB","LB12","","OWELS_E","09:10:00","VS Wels E","OWEBB_BP","09:19:00","Wels Hbf (Neustadt) ^953 BP","00:07:00","2156","1929","550","559","7","LB12","1.2","450","2.5872","false","09:10","09:19"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFN_BP","09:19:00","Wels Hbf (Neustadt) ^953 BP","OWBFNEU1","09:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","00:00:00","0","1930","559","559","0","LB12","1.2","450","0","false","09:19","09:19"
"OW27EC1","OW20EC1","701350","7013112","Alle Mo-Fr","","L","L","LB","LB12","","OWBFNEU1","09:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","OWEBÖ1","09:27:00","Wels Böhmerwaldstraße, Mast 1","00:08:00","3850","1931","559","567","8","LB12","1.2","450","4.62","false","09:19","09:27"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBÖ1","09:27:00","Wels Böhmerwaldstraße, Mast 1","OWEBÖ_BP","09:27:00","Wels Böhmerwaldstraße BP","00:00:00","0","1932","567","567","0","LB12","1.2","450","0","false","09:27","09:27"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBÖ_BP","09:27:00","Wels Böhmerwaldstraße BP","OWEBÖ2","09:27:00","Wels Böhmerwaldstraße, Mast 2","00:00:00","0","1933","567","567","0","LB12","1.2","450","0","false","09:27","09:27"
"OW27EC1","OW20EC1","701350","7013113","Alle Mo-Fr","","L","L","LB","LB12","","OWEBÖ2","09:27:00","Wels Böhmerwaldstraße, Mast 2","OWBFNEU2","09:34:00","Wels Hbf (Neustadt) ^953, Bussteig D2","00:07:00","3890","1934","567","574","7","LB12","1.2","450","4.668","false","09:27","09:34"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFNEU2","09:34:00","Wels Hbf (Neustadt) ^953, Bussteig D2","OWBFN_BP","09:34:00","Wels Hbf (Neustadt) ^953 BP","00:00:00","0","1935","574","574","0","LB12","1.2","450","0","false","09:34","09:34"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFN_BP","09:34:00","Wels Hbf (Neustadt) ^953 BP","OWBFNEU1","09:34:00","Wels Hbf (Neustadt) ^953, Bussteig D1","00:00:00","0","1936","574","574","0","LB12","1.2","450","0","false","09:34","09:34"
"OW27EC1","OW20EC1","701450","7014112","Alle Mo-Fr","","L","L","LB","LB12","","OWBFNEU1","09:34:00","Wels Hbf (Neustadt) ^953, Bussteig D1","OWEMAUN1","09:58:00","Wels Marchtrenker Straße/Unterhart, Mast 1","00:24:00","7580","1937","574","598","24","LB12","1.2","450","9.096","false","09:34","09:58"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEMAUN1","09:58:00","Wels Marchtrenker Straße/Unterhart, Mast 1","OWEMU_BP","09:58:00","Wels Marchtrenker Straße/Unterhart BP","00:00:00","0","1938","598","598","0","LB12","1.2","450","0","false","09:58","09:58"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEMU_BP","09:58:00","Wels Marchtrenker Straße/Unterhart BP","OWEMAUN2","09:58:00","Wels Marchtrenker Straße/Unterhart, Mast 2","00:00:00","0","1939","598","598","0","LB12","1.2","450","0","false","09:58","09:58"
"OW27EC1","OW20EC1","701450","7014115","Alle Mo-Fr","","L","L","LB","LB12","","OWEMAUN2","09:58:00","Wels Marchtrenker Straße/Unterhart, Mast 2","OWBFNEU1","10:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","00:21:00","6840","1940","598","619","21","LB12","1.2","450","8.208","false","09:58","10:19"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFNEU1","10:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","OWBFN_BP","10:19:00","Wels Hbf (Neustadt) ^953 BP","00:00:00","0","1941","619","619","0","LB12","1.2","450","0","false","10:19","10:19"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFN_BP","10:19:00","Wels Hbf (Neustadt) ^953 BP","OWBFNEU1","10:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","00:00:00","0","1942","619","619","0","LB12","1.2","450","0","false","10:19","10:19"
"OW27EC1","OW20EC1","701350","7013114","Alle Mo-Fr","","L","L","LB","LB12","","OWBFNEU1","10:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","OWEBÖ1","10:27:00","Wels Böhmerwaldstraße, Mast 1","00:08:00","3850","1943","619","627","8","LB12","1.2","450","4.62","false","10:19","10:27"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBÖ1","10:27:00","Wels Böhmerwaldstraße, Mast 1","OWEBÖ_BP","10:27:00","Wels Böhmerwaldstraße BP","00:00:00","0","1944","627","627","0","LB12","1.2","450","0","false","10:27","10:27"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEBÖ_BP","10:27:00","Wels Böhmerwaldstraße BP","OWEBÖ2","10:27:00","Wels Böhmerwaldstraße, Mast 2","00:00:00","0","1945","627","627","0","LB12","1.2","450","0","false","10:27","10:27"
"OW27EC1","OW20EC1","701350","7013115","Alle Mo-Fr","","L","L","LB","LB12","","OWEBÖ2","10:27:00","Wels Böhmerwaldstraße, Mast 2","OWBFNEU2","10:34:00","Wels Hbf (Neustadt) ^953, Bussteig D2","00:07:00","3890","1946","627","634","7","LB12","1.2","450","4.668","false","10:27","10:34"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFNEU2","10:34:00","Wels Hbf (Neustadt) ^953, Bussteig D2","OWBFN_BP","10:34:00","Wels Hbf (Neustadt) ^953 BP","00:00:00","0","1947","634","634","0","LB12","1.2","450","0","false","10:34","10:34"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","A","","LB","LB12","","OWNE_BP","10:34:00","Wels Hbf (Neustadt) ^953 BP","OWELS_A","10:40:00","VS Wels A","00:06:00","2600","1948","634","640","6","LB12","1.2","450","3.12","false","10:34","10:40"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","B","","LB","LB12","","OWBFN_BP","10:40:00","Wels Hbf (Neustadt) ^953 BP","OWBFN_BP","13:33:00","Wels Hbf (Neustadt) ^953 BP","03:06:00","4600","1949","640","813","186","LB12","1.2","450","5.52","false","10:40","13:33"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","E","","LB","LB12","","OWELS_E","13:33:00","VS Wels E","OWEBB_BP","13:40:00","Wels Hbf (Neustadt) ^953 BP","00:07:00","2156","1950","813","820","7","LB12","1.2","450","2.5872","false","13:33","13:40"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFN_BP","13:40:00","Wels Hbf (Neustadt) ^953 BP","OWBFNEU1","13:40:00","Wels Hbf (Neustadt) ^953, Bussteig D1","00:00:00","0","1951","820","820","0","LB12","1.2","450","0","false","13:40","13:40"
"OW27EC1","OW20EC1","701450","7014120","Alle Mo-Fr","","L","L","LB","LB12","","OWBFNEU1","13:40:00","Wels Hbf (Neustadt) ^953, Bussteig D1","OWEMAUN1","13:58:00","Wels Marchtrenker Straße/Unterhart, Mast 1","00:18:00","7580","1952","820","838","18","LB12","1.2","450","9.096","false","13:40","13:58"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEMAUN1","13:58:00","Wels Marchtrenker Straße/Unterhart, Mast 1","OWEMU_BP","13:58:00","Wels Marchtrenker Straße/Unterhart BP","00:00:00","0","1953","838","838","0","LB12","1.2","450","0","false","13:58","13:58"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWEMU_BP","13:58:00","Wels Marchtrenker Straße/Unterhart BP","OWEMAUN2","13:58:00","Wels Marchtrenker Straße/Unterhart, Mast 2","00:00:00","0","1954","838","838","0","LB12","1.2","450","0","false","13:58","13:58"
"OW27EC1","OW20EC1","701450","7014123","Alle Mo-Fr","","L","L","LB","LB12","","OWEMAUN2","13:58:00","Wels Marchtrenker Straße/Unterhart, Mast 2","OWBFNEU1","14:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","00:21:00","6840","1955","838","859","21","LB12","1.2","450","8.208","false","13:58","14:19"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFNEU1","14:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","OWBFN_BP","14:19:00","Wels Hbf (Neustadt) ^953 BP","00:00:00","0","1956","859","859","0","LB12","1.2","450","0","false","14:19","14:19"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFN_BP","14:19:00","Wels Hbf (Neustadt) ^953 BP","OWBFNEU1","14:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","00:00:00","0","1957","859","859","0","LB12","1.2","450","0","false","14:19","14:19"
"OW27EC1","OW20EC1","701350","7013122","Alle Mo-Fr","","L","L","LB","LB12","","OWBFNEU1","14:19:00","Wels Hbf (Neustadt) ^953, Bussteig D1","OWETAG1","14:29:00","Wels ROLA-Terminal, Mast 1","00:10:00","4990","1958","859","869","10","LB12","1.2","450","5.988","false","14:19","14:29"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWETAG1","14:29:00","Wels ROLA-Terminal, Mast 1","OWETA_BP","14:29:00","Wels ROLA-Terminal BP","00:00:00","0","1959","869","869","0","LB12","1.2","450","0","false","14:29","14:29"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWETA_BP","14:30:00","Wels ROLA-Terminal BP","OWETAG1","14:30:00","Wels ROLA-Terminal, Mast 1","00:00:00","0","1960","870","870","0","LB12","1.2","450","0","false","14:30","14:30"
"OW27EC1","OW20EC1","701350","7013123","Alle Mo-Fr","","L","L","LB","LB12","","OWETAG1","14:30:00","Wels ROLA-Terminal, Mast 1","OWBFNEU2","14:40:00","Wels Hbf (Neustadt) ^953, Bussteig D2","00:10:00","4740","1961","870","880","10","LB12","1.2","450","5.688","false","14:30","14:40"
"OW27EC1","OW20EC1","","","Alle Mo-Fr","OSchule","P","","LB","LB12","","OWBFNEU2","14:40:00","Wels Hbf (Neustadt) ^953, Bussteig D2","OWBFN_BP","14:40:00","Wels Hbf (Neustadt) ^953 BP","00:00:00","0","1962","880","880","0","LB12","1.2","450","0","false","14:40","14:40"
