Umlauf,Dienste,Linie,Fahrtnummer,Betriebstage,Planungsbedingung,Typ,Fahrtart,Fahrzeugtypgruppe,Fahrzeugtyp,Beschreibung,von,Startzeit,von (Beschreibung),nach,Endzeit,nach (Beschreibung),Dauer,Meter,_source_order,start_min,end_min,dur_min,vehicle_type,consumption_wh_per_m,battery_capacity_kwh,trip_energy_kwh,_vehicle_fallback,start_hhmm,end_hhmm
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDO_BP","15:21:00","Wels Nico-Dostal-Straße BP","OWENIDO1","15:21:00","Wels Nico-Dostal-Straße, Mast 1","00:00:00","0","484","921","921","0","NGB/LB12","1.2","400","0","false","15:21","15:21"
"OW07EC1","OW05EC1","700450","7004190","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENIDO1","15:21:00","Wels Nico-Dostal-Straße, Mast 1","OWESANO1","15:54:00","Wels Noitzmühlstraße, Mast 1","00:33:00","11950","485","921","954","33","NGB/LB12","1.2","400","14.34","false","15:21","15:54"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWESANO1","15:54:00","Wels Noitzmühlstraße, Mast 1","OWENZ_BP","15:54:00","Wels Noitzmühlstraße BP","00:00:00","0","486","954","954","0","NGB/LB12","1.2","400","0","false","15:54","15:54"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENZ_BP","15:54:00","Wels Noitzmühlstraße BP","OWESANO2","15:54:00","Wels Noitzmühlstraße, Mast 2","00:00:00","0","487","954","954","0","NGB/LB12","1.2","400","0","false","15:54","15:54"
"OW07EC1","OW05EC1","700450","7004189","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWESANO2","15:54:00","Wels Noitzmühlstraße, Mast 2","OWENIDO2","16:21:00","Wels Nico-Dostal-Straße, Mast 2","00:27:00","7280","488","954","981","27","NGB/LB12","1.2","400","8.736","false","15:54","16:21"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENIDO2","16:21:00","Wels Nico-Dostal-Straße, Mast 2","OWEDO_BP","16:21:00","Wels Nico-Dostal-Straße BP","00:00:00","0","489","981","981","0","NGB/LB12","1.2","400","0","false","16:21","16:21"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDO_BP","16:21:00","Wels Nico-Dostal-Straße BP","OWENIDO1","16:21:00","Wels Nico-Dostal-Straße, Mast 1","00:00:00","0","490","981","981","0","NGB/LB12","1.2","400","0","false","16:21","16:21"
"OW07EC1","OW05EC1","700450","7004198","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENIDO1","16:21:00","Wels Nico-Dostal-Straße, Mast 1","OWESANO1","16:54:00","Wels Noitzmühlstraße, Mast 1","00:33:00","11950","491","981","1014","33","NGB/LB12","1.2","400","14.34","false","16:21","16:54"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWESANO1","16:54:00","Wels Noitzmühlstraße, Mast 1","OWENZ_BP","16:54:00","Wels Noitzmühlstraße BP","00:00:00","0","492","1014","1014","0","NGB/LB12","1.2","400","0","false","16:54","16:54"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENZ_BP","16:54:00","Wels Noitzmühlstraße BP","OWESANO2","16:54:00","Wels Noitzmühlstraße, Mast 2","00:00:00","0","493","1014","1014","0","NGB/LB12","1.2","400","0","false","16:54","16:54"
"OW07EC1","OW05EC1","700450","7004197","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWESANO2","16:54:00","Wels Noitzmühlstraße, Mast 2","OWENIDO2","17:21:00","Wels Nico-Dostal-Straße, Mast 2","00:27:00","7280","494","1014","1041","27","NGB/LB12","1.2","400","8.736","false","16:54","17:21"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENIDO2","17:21:00","Wels Nico-Dostal-Straße, Mast 2","OWEDO_BP","17:21:00","Wels Nico-Dostal-Straße BP","00:00:00","0","495","1041","1041","0","NGB/LB12","1.2","400","0","false","17:21","17:21"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDO_BP","17:21:00","Wels Nico-Dostal-Straße BP","OWENIDO1","17:21:00","Wels Nico-Dostal-Straße, Mast 1","00:00:00","0","496","1041","1041","0","NGB/LB12","1.2","400","0","false","17:21","17:21"
"OW07EC1","OW05EC1","700450","7004206","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENIDO1","17:21:00","Wels Nico-Dostal-Straße, Mast 1","OWESANO1","17:54:00","Wels Noitzmühlstraße, Mast 1","00:33:00","11950","497","1041","1074","33","NGB/LB12","1.2","400","14.34","false","17:21","17:54"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWESANO1","17:54:00","Wels Noitzmühlstraße, Mast 1","OWENZ_BP","17:54:00","Wels Noitzmühlstraße BP","00:00:00","0","498","1074","1074","0","NGB/LB12","1.2","400","0","false","17:54","17:54"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENZ_BP","17:54:00","Wels Noitzmühlstraße BP","OWESANO2","17:54:00","Wels Noitzmühlstraße, Mast 2","00:00:00","0","499","1074","1074","0","NGB/LB12","1.2","400","0","false","17:54","17:54"
"OW07EC1","OW05EC1","700450","7004205","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWESANO2","17:54:00","Wels Noitzmühlstraße, Mast 2","OWENIDO2","18:21:00","Wels Nico-Dostal-Straße, Mast 2","00:27:00","7280","500","1074","1101","27","NGB/LB12","1.2","400","8.736","false","17:54","18:21"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENIDO2","18:21:00","Wels Nico-Dostal-Straße, Mast 2","OWEDO_BP","18:21:00","Wels Nico-Dostal-Straße BP","00:00:00","0","501","1101","1101","0","NGB/LB12","1.2","400","0","false","18:21","18:21"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEDO_BP","18:21:00","Wels Nico-Dostal-Straße BP","OWENIDO1","18:21:00","Wels Nico-Dostal-Straße, Mast 1","00:00:00","0","502","1101","1101","0","NGB/LB12","1.2","400","0","false","18:21","18:21"
"OW07EC1","OW05EC1","700450","7004214","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENIDO1","18:21:00","Wels Nico-Dostal-Straße, Mast 1","OWELAMI1","18:28:00","Wels Millöckerstraße, Mast 1","00:07:00","2500","503","1101","1108","7","NGB/LB12","1.2","400","3","false","18:21","18:28"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWELAMI1","18:28:00","Wels Millöckerstraße, Mast 1","OWELA_BP","18:28:00","Wels Millöckerstraße BP","00:00:00","0","504","1108","1108","0","NGB/LB12","1.2","400","0","false","18:28","18:28"
"OW07EC1","OW05EC1","","","Alle Mo-Fr","OSchule","A","","GB","NGB/LB12","","OWELA_BP","18:28:00","Wels Millöckerstraße BP","OWELS_A","18:34:00","VS Wels A","00:06:00","2376","505","1108","1114","6","NGB/LB12","1.2","400","2.8512","false","18:28","18:34"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","E","","GB","NGB/LB12","","OWELS_E","05:25:00","VS Wels E","OWEEU_BP","05:28:00","Wels Margeritenstraße BP","00:03:00","1300","506","325","328","3","NGB/LB12","1.2","400","1.56","false","05:25","05:28"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWEEU_BP","05:28:00","Wels Margeritenstraße BP","OWEEUG1","05:28:00","Wels Margeritenstraße, Mast 1","00:00:00","0","507","328","328","0","NGB/LB12","1.2","400","0","false","05:28","05:28"
"OW08EC1","OW07EC1","700150","7001100","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWEEUG1","05:28:00","Wels Margeritenstraße, Mast 1","OWENOT1","05:32:00","Wels Noitzmühle, Mast 1","00:04:00","1170","508","328","332","4","NGB/LB12","1.2","400","1.404","false","05:28","05:32"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","05:32:00","Wels Noitzmühle, Mast 1","OWENO_BP","05:32:00","Wels Noitzmühle BP","00:00:00","0","509","332","332","0","NGB/LB12","1.2","400","0","false","05:32","05:32"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","05:32:00","Wels Noitzmühle BP","OWENOT2","05:32:00","Wels Noitzmühle, Mast 2","00:00:00","0","510","332","332","0","NGB/LB12","1.2","400","0","false","05:32","05:32"
"OW08EC1","OW07EC1","700150","7001103","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","05:32:00","Wels Noitzmühle, Mast 2","OWSTRS2","06:00:00","Wels Straubingersiedlung, Mast 2","00:28:00","9","511","332","360","28","NGB/LB12","1.2","400","0.0108","false","05:32","06:00"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","06:00:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","06:00:00","Wels Straubingersiedlung BP","00:00:00","0","512","360","360","0","NGB/LB12","1.2","400","0","false","06:00","06:00"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","06:00:00","Wels Straubingersiedlung BP","OWSTRS1","06:00:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","513","360","360","0","NGB/LB12","1.2","400","0","false","06:00","06:00"
"OW08EC1","OW07EC1","700150","7001106","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","06:00:00","Wels Straubingersiedlung, Mast 1","OWENOT1","06:30:00","Wels Noitzmühle, Mast 1","00:30:00","7550","514","360","390","30","NGB/LB12","1.2","400","9.06","false","06:00","06:30"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","06:30:00","Wels Noitzmühle, Mast 1","OWENO_BP","06:30:00","Wels Noitzmühle BP","00:00:00","0","515","390","390","0","NGB/LB12","1.2","400","0","false","06:30","06:30"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","06:34:00","Wels Noitzmühle BP","OWENOT2","06:34:00","Wels Noitzmühle, Mast 2","00:00:00","0","516","394","394","0","NGB/LB12","1.2","400","0","false","06:34","06:34"
"OW08EC1","OW07EC1","700150","7001111","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","06:34:00","Wels Noitzmühle, Mast 2","OWSTRS2","07:04:00","Wels Straubingersiedlung, Mast 2","00:30:00","9","517","394","424","30","NGB/LB12","1.2","400","0.0108","false","06:34","07:04"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","07:04:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","07:04:00","Wels Straubingersiedlung BP","00:00:00","0","518","424","424","0","NGB/LB12","1.2","400","0","false","07:04","07:04"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","07:04:00","Wels Straubingersiedlung BP","OWSTRS1","07:04:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","519","424","424","0","NGB/LB12","1.2","400","0","false","07:04","07:04"
"OW08EC1","OW07EC1","700150","7001124","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","07:04:00","Wels Straubingersiedlung, Mast 1","OWENOT1","07:37:00","Wels Noitzmühle, Mast 1","00:33:00","7550","520","424","457","33","NGB/LB12","1.2","400","9.06","false","07:04","07:37"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","07:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","07:37:00","Wels Noitzmühle BP","00:00:00","0","521","457","457","0","NGB/LB12","1.2","400","0","false","07:37","07:37"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","07:39:00","Wels Noitzmühle BP","OWENOT2","07:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","522","459","459","0","NGB/LB12","1.2","400","0","false","07:39","07:39"
"OW08EC1","OW07EC1","700150","7001131","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","07:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","08:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9","523","459","487","28","NGB/LB12","1.2","400","0.0108","false","07:39","08:07"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","08:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","08:07:00","Wels Straubingersiedlung BP","00:00:00","0","524","487","487","0","NGB/LB12","1.2","400","0","false","08:07","08:07"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","08:07:00","Wels Straubingersiedlung BP","OWSTRS1","08:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","525","487","487","0","NGB/LB12","1.2","400","0","false","08:07","08:07"
"OW08EC1","OW07EC1","700150","7001134","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","08:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","08:37:00","Wels Noitzmühle, Mast 1","00:30:00","7550","526","487","517","30","NGB/LB12","1.2","400","9.06","false","08:07","08:37"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","08:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","08:37:00","Wels Noitzmühle BP","00:00:00","0","527","517","517","0","NGB/LB12","1.2","400","0","false","08:37","08:37"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","A","","GB","NGB/LB12","","OWSTR_BP","08:37:00","Wels Noitzmühle BP","OWELS_A","08:45:00","VS Wels A","00:09:00","3900","528","517","525","9","NGB/LB12","1.2","400","4.68","false","08:37","08:45"
"OW08EC1","OW07EC1, OW31EC1","","","Alle Mo-Fr","OSchule","B","","GB","NGB/LB12","","OWENO_BP","08:45:00","Wels Noitzmühle BP","OWENO_BP","10:30:00","Wels Noitzmühle BP","02:02:00","4448","529","525","630","122","NGB/LB12","1.2","400","5.3376","false","08:45","10:30"
"OW08EC1","OW07EC1","","","Alle Mo-Fr","OSchule","E","","GB","NGB/LB12","","OWELS_E","10:30:00","VS Wels E","OWEEU_BP","10:39:00","Wels Noitzmühle BP","00:03:00","1300","530","630","639","3","NGB/LB12","1.2","400","1.56","false","10:30","10:39"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","10:39:00","Wels Noitzmühle BP","OWENOT2","10:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","531","639","639","0","NGB/LB12","1.2","400","0","false","10:39","10:39"
"OW08EC1","OW31EC1","700150","7001155","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","10:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","11:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9","532","639","667","28","NGB/LB12","1.2","400","0.0108","false","10:39","11:07"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","11:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","11:07:00","Wels Straubingersiedlung BP","00:00:00","0","533","667","667","0","NGB/LB12","1.2","400","0","false","11:07","11:07"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","11:07:00","Wels Straubingersiedlung BP","OWSTRS1","11:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","534","667","667","0","NGB/LB12","1.2","400","0","false","11:07","11:07"
"OW08EC1","OW31EC1","700150","7001158","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","11:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","11:37:00","Wels Noitzmühle, Mast 1","00:30:00","7550","535","667","697","30","NGB/LB12","1.2","400","9.06","false","11:07","11:37"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","11:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","11:37:00","Wels Noitzmühle BP","00:00:00","0","536","697","697","0","NGB/LB12","1.2","400","0","false","11:37","11:37"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","11:39:00","Wels Noitzmühle BP","OWENOT2","11:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","537","699","699","0","NGB/LB12","1.2","400","0","false","11:39","11:39"
"OW08EC1","OW31EC1","700150","7001163","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","11:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","12:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9","538","699","727","28","NGB/LB12","1.2","400","0.0108","false","11:39","12:07"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","12:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","12:07:00","Wels Straubingersiedlung BP","00:00:00","0","539","727","727","0","NGB/LB12","1.2","400","0","false","12:07","12:07"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","12:07:00","Wels Straubingersiedlung BP","OWSTRS1","12:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","540","727","727","0","NGB/LB12","1.2","400","0","false","12:07","12:07"
"OW08EC1","OW31EC1","700150","7001168","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","12:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","12:37:00","Wels Noitzmühle, Mast 1","00:30:00","7550","541","727","757","30","NGB/LB12","1.2","400","9.06","false","12:07","12:37"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","12:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","12:37:00","Wels Noitzmühle BP","00:00:00","0","542","757","757","0","NGB/LB12","1.2","400","0","false","12:37","12:37"
"OW08EC1","OW31EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","12:39:00","Wels Noitzmühle BP","OWENOT2","12:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","543","759","759","0","NGB/LB12","1.2","400","0","false","12:39","12:39"
"OW08EC1","OW31EC1, OW35EC1","700150","7001173","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","12:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","13:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9","544","759","787","28","NGB/LB12","1.2","400","0.0108","false","12:39","13:07"
"OW08EC1","OW35EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","13:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","13:07:00","Wels Straubingersiedlung BP","00:00:00","0","545","787","787","0","NGB/LB12","1.2","400","0","false","13:07","13:07"
"OW08EC1","OW35EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","13:07:00","Wels Straubingersiedlung BP","OWSTRS1","13:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","546","787","787","0","NGB/LB12","1.2","400","0","false","13:07","13:07"
"OW08EC1","OW35EC1","700150","7001180","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","13:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","13:37:00","Wels Noitzmühle, Mast 1","00:30:00","7560","547","787","817","30","NGB/LB12","1.2","400","9.072","false","13:07","13:37"
"OW08EC1","OW35EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","13:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","13:37:00","Wels Noitzmühle BP","00:00:00","0","548","817","817","0","NGB/LB12","1.2","400","0","false","13:37","13:37"
"OW08EC1","OW35EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","13:39:00","Wels Noitzmühle BP","OWENOT2","13:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","549","819","819","0","NGB/LB12","1.2","400","0","false","13:39","13:39"
"OW08EC1","OW35EC1","700150","7001185","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","13:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","14:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9","550","819","847","28","NGB/LB12","1.2","400","0.0108","false","13:39","14:07"
"OW08EC1","OW35EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","14:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","14:07:00","Wels Straubingersiedlung BP","00:00:00","0","551","847","847","0","NGB/LB12","1.2","400","0","false","14:07","14:07"
"OW08EC1","OW35EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","14:07:00","Wels Straubingersiedlung BP","OWSTRS1","14:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","552","847","847","0","NGB/LB12","1.2","400","0","false","14:07","14:07"
"OW08EC1","OW35EC1, OW04EC1","700150","7001188","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","14:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","14:37:00","Wels Noitzmühle, Mast 1","00:30:00","7560","553","847","877","30","NGB/LB12","1.2","400","9.072","false","14:07","14:37"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","14:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","14:37:00","Wels Noitzmühle BP","00:00:00","0","554","877","877","0","NGB/LB12","1.2","400","0","false","14:37","14:37"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","14:39:00","Wels Noitzmühle BP","OWENOT2","14:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","555","879","879","0","NGB/LB12","1.2","400","0","false","14:39","14:39"
"OW08EC1","OW04EC1","700150","7001193","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","14:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","15:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9060","556","879","907","28","NGB/LB12","1.2","400","10.872","false","14:39","15:07"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","15:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","15:07:00","Wels Straubingersiedlung BP","00:00:00","0","557","907","907","0","NGB/LB12","1.2","400","0","false","15:07","15:07"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","15:07:00","Wels Straubingersiedlung BP","OWSTRS1","15:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","558","907","907","0","NGB/LB12","1.2","400","0","false","15:07","15:07"
"OW08EC1","OW04EC1","700150","7001196","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","15:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","15:37:00","Wels Noitzmühle, Mast 1","00:30:00","7560","559","907","937","30","NGB/LB12","1.2","400","9.072","false","15:07","15:37"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","15:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","15:37:00","Wels Noitzmühle BP","00:00:00","0","560","937","937","0","NGB/LB12","1.2","400","0","false","15:37","15:37"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","15:39:00","Wels Noitzmühle BP","OWENOT2","15:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","561","939","939","0","NGB/LB12","1.2","400","0","false","15:39","15:39"
"OW08EC1","OW04EC1","700150","7001201","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","15:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","16:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9060","562","939","967","28","NGB/LB12","1.2","400","10.872","false","15:39","16:07"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","16:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","16:07:00","Wels Straubingersiedlung BP","00:00:00","0","563","967","967","0","NGB/LB12","1.2","400","0","false","16:07","16:07"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","16:07:00","Wels Straubingersiedlung BP","OWSTRS1","16:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","564","967","967","0","NGB/LB12","1.2","400","0","false","16:07","16:07"
"OW08EC1","OW04EC1","700150","7001204","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","16:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","16:37:00","Wels Noitzmühle, Mast 1","00:30:00","7560","565","967","997","30","NGB/LB12","1.2","400","9.072","false","16:07","16:37"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENOT1","16:37:00","Wels Noitzmühle, Mast 1","OWENO_BP","16:37:00","Wels Noitzmühle BP","00:00:00","0","566","997","997","0","NGB/LB12","1.2","400","0","false","16:37","16:37"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWENO_BP","16:39:00","Wels Noitzmühle BP","OWENOT2","16:39:00","Wels Noitzmühle, Mast 2","00:00:00","0","567","999","999","0","NGB/LB12","1.2","400","0","false","16:39","16:39"
"OW08EC1","OW04EC1","700150","7001209","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWENOT2","16:39:00","Wels Noitzmühle, Mast 2","OWSTRS2","17:07:00","Wels Straubingersiedlung, Mast 2","00:28:00","9060","568","999","1027","28","NGB/LB12","1.2","400","10.872","false","16:39","17:07"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTRS2","17:07:00","Wels Straubingersiedlung, Mast 2","OWSTR_BP","17:07:00","Wels Straubingersiedlung BP","00:00:00","0","569","1027","1027","0","NGB/LB12","1.2","400","0","false","17:07","17:07"
"OW08EC1","OW04EC1","","","Alle Mo-Fr","OSchule","P","","GB","NGB/LB12","","OWSTR_BP","17:07:00","Wels Straubingersiedlung BP","OWSTRS1","17:07:00","Wels Straubingersiedlung, Mast 1","00:00:00","0","570","1027","1027","0","NGB/LB12","1.2","400","0","false","17:07","17:07"
"OW08EC1","OW04EC1","700150","7001212","Alle Mo-Fr","","L","L","GB","NGB/LB12","","OWSTRS1","17:07:00","Wels Straubingersiedlung, Mast 1","OWENOT1","17:37:00","Wels Noitzmühle, Mast 1","00:30:00","7560","571","1027","1057","30","NGB/LB12","1.2","400","9.072","false","17:07","17:37"
